tags,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,owner_reputation,owner_user_id,owner_user_type,owner_accept_rate,owner_profile_image,owner_display_name,owner_link,closed_date,closed_reason,insert_date
"dataframe,multi-index,pandas,python,series",True,53,72401428.0,1,1,1653646870,1653622220,1653644085.0,72400165,CC BY-SA 4.0,https://stackoverflow.com/questions/72400165/how-to-print-row-number-inside-apply-function-after-a-criteria,How to print row number inside apply function after a criteria,5980,10829044,registered,None,https://lh3.googleusercontent.com/-XkVFAldxdns/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcYw7mFQ9BqeKrYJYmarsmObRK9Lsw/mo/photo.jpg?sz=256,The Great,https://stackoverflow.com/users/10829044/the-great,None,None,2022-05-27
"dataframe,list,pandas,python",True,78,None,1,1,1653700305,1653694778,None,72411942,CC BY-SA 4.0,https://stackoverflow.com/questions/72411942/how-to-show-all-items-of-a-list-in-python,How to show all items of a list in Python?,739,8816642,registered,100.0,https://lh4.googleusercontent.com/--sptEe0bMuY/AAAAAAAAAAI/AAAAAAAAAA4/B0Oa481JYu0/photo.jpg?sz=256,Jiayu Zhang,https://stackoverflow.com/users/8816642/jiayu-zhang,None,None,2022-05-27
"dataframe,json,pandas,python",True,29,72407180.0,1,1,1653672694,1653661711,1653672694.0,72406967,CC BY-SA 4.0,https://stackoverflow.com/questions/72406967/iterating-over-json-data-and-printing-or-creating-pandas-dataframe-from-json-f,Iterating over JSON data and printing. (or creating Pandas DataFrame from JSON file),23,6445678,registered,None,https://www.gravatar.com/avatar/6261b4fedf34ff53f69bea524c6a9a65?s=256&d=identicon&r=PG&f=1,cpkell,https://stackoverflow.com/users/6445678/cpkell,None,None,2022-05-27
"dataframe,pandas,python",True,30,72406047.0,1,1,1653657303,1653654280,None,72405418,CC BY-SA 4.0,https://stackoverflow.com/questions/72405418/pandas-dataframe-sample-based-on-condition-and-sample-size,Pandas dataframe sample based on condition and sample size,69,18895773,registered,None,https://lh3.googleusercontent.com/a/AATXAJzzNjI0BHwycYSPtL0Ry6CiBCL-wTf-zD_RgyEt=k-s256,Petar Ulev,https://stackoverflow.com/users/18895773/petar-ulev,None,None,2022-05-27
"dataframe,pandas,time-series",True,28,72414452.0,1,1,1653730026,1653646312,1653730026.0,72403810,CC BY-SA 4.0,https://stackoverflow.com/questions/72403810/how-to-filter-a-dataframe-given-a-specific-daily-hour,How to filter a dataframe given a specific daily hour?,59,6755488,registered,None,https://www.gravatar.com/avatar/145e373624d173d2226a3dec4c563dfe?s=256&d=identicon&r=PG,Jack Tang,https://stackoverflow.com/users/6755488/jack-tang,None,None,2022-05-27
"dataframe,nested-loops,pandas,performance,python",True,22,72401993.0,1,1,1653920672,1653636608,1653637023.0,72401928,CC BY-SA 4.0,https://stackoverflow.com/questions/72401928/python-filling-a-dataframe-sequentially-based-on-matching-ids-inefficient-code,Python: Filling a dataframe sequentially based on matching ids (inefficient code),13,19212163,registered,None,https://lh3.googleusercontent.com/a/AATXAJxaXw1LCQbr4vcxGT_UJ7W3S49FyJWg7abBcH_2=k-s256,Dominic Stalker,https://stackoverflow.com/users/19212163/dominic-stalker,None,None,2022-05-27
"pandas,python",True,21,72400788.0,1,1,1653678176,1653628624,1653678176.0,72400752,CC BY-SA 4.0,https://stackoverflow.com/questions/72400752/solving-nested-renamer-is-not-supported-with-dynamic-arguments,solving nested renamer is not supported with dynamic arguments,307,10523971,registered,None,https://www.gravatar.com/avatar/9aede0317d0416b5c0fd62a2b2996038?s=256&d=identicon&r=PG&f=1,NAS_2339,https://stackoverflow.com/users/10523971/nas-2339,None,None,2022-05-27
"boxplot,json-normalize,pandas,python-3.x,seaborn",True,50,72409224.0,1,1,1653688664,1653623965,1653688664.0,72400327,CC BY-SA 4.0,https://stackoverflow.com/questions/72400327/how-to-create-box-plots-from-columns-of-dicts-in-pandas,How to create box plots from columns of dicts in pandas,99,5890167,registered,None,https://i.stack.imgur.com/Idg3c.jpg?s=256&g=1,Eleanor,https://stackoverflow.com/users/5890167/eleanor,None,None,2022-05-27
"pandas,python",True,29,72400343.0,1,1,1653625765,1653622832,1653625765.0,72400221,CC BY-SA 4.0,https://stackoverflow.com/questions/72400221/transpose-a-single-column-in-df,Transpose a single column in DF,95,16883041,registered,None,https://lh3.googleusercontent.com/a-/AOh14GgArOAJD-WijHE2ythS8dPwkOC431oDws8F25_a=k-s256,Puzzlemaster,https://stackoverflow.com/users/16883041/puzzlemaster,None,None,2022-05-27
"dataframe,format,pandas,pattern-matching,python",True,31,72402281.0,1,1,1653639051,1653613685,1653616021.0,72399477,CC BY-SA 4.0,https://stackoverflow.com/questions/72399477/mastering-partial-matches-in-python,Mastering Partial Matches in Python,105,18084286,registered,None,https://www.gravatar.com/avatar/3d5db60c5c6a78f8f5c1b4efff60b3d9?s=256&d=identicon&r=PG,HelpMeCode,https://stackoverflow.com/users/18084286/helpmecode,None,None,2022-05-27
"pandas,python",False,20,None,1,1,1653687662,1653685740,None,72411105,CC BY-SA 4.0,https://stackoverflow.com/questions/72411105/how-to-round-numbers-in-python-a-style-background-gradient,How to round numbers in python a style.background_gradient(),19,16445728,registered,None,https://www.gravatar.com/avatar/e88dc8afba8baa66ac1cd3db16b21d68?s=256&d=identicon&r=PG&f=1,austinthompson,https://stackoverflow.com/users/16445728/austinthompson,None,None,2022-05-27
"pandas,python,structure",False,32,None,0,1,1653661809,1653658437,1653661809.0,72406280,CC BY-SA 4.0,https://stackoverflow.com/questions/72406280/cross-class-read-edit-variables-and-pandas-index-question,Cross-class read/edit variables and pandas index question,25,16699112,registered,None,https://i.stack.imgur.com/TbPmq.png?s=256&g=1,noskule,https://stackoverflow.com/users/16699112/noskule,None,None,2022-05-27
"pandas,profiling,python",False,103,None,1,1,1653782082,1653654824,1653699934.0,72405529,CC BY-SA 4.0,https://stackoverflow.com/questions/72405529/pandas-profiling-import-error-cannot-import-name-soft-unicode-from-markupsaf,Pandas Profiling Import Error: cannot import name &#39;soft_unicode&#39; from &#39;markupsafe&#39;,11,19214160,registered,None,https://lh3.googleusercontent.com/a-/AOh14Gj0JITA9A7M0yWjuH0VcY4N65jVwRSnZhBilMDa4Q=k-s256,Kusakawama,https://stackoverflow.com/users/19214160/kusakawama,None,None,2022-05-27
"pandas,python",False,33,None,1,1,1653722173,1653654504,1653722173.0,72405462,CC BY-SA 4.0,https://stackoverflow.com/questions/72405462/how-to-create-nested-json-data-in-pandas,How to create nested Json data in pandas?,400,5304058,registered,48.0,https://www.gravatar.com/avatar/412414fa169286d84d8a360ab7ee4de9?s=256&d=identicon&r=PG&f=1,chits,https://stackoverflow.com/users/5304058/chits,None,None,2022-05-27
"pandas,python-3.x,python-multiprocessing,python-multithreading",True,22,72405202.0,1,1,1653653513,1653651614,None,72404878,CC BY-SA 4.0,https://stackoverflow.com/questions/72404878/how-to-use-python-multiprocessing-to-concat-many-files-dataframes,How to use python-multiprocessing to concat many files/dataframes?,13,19213657,registered,None,https://lh3.googleusercontent.com/a/AATXAJzNtP6_z1JMQ-bNEGHxOnSMWbmIoj8VLu4ZMz-s=k-s256,Johannes Klee,https://stackoverflow.com/users/19213657/johannes-klee,None,None,2022-05-27
"dataframe,json,pandas,python,python-3.x",False,24,None,1,1,1653839895,1653636551,None,72401917,CC BY-SA 4.0,https://stackoverflow.com/questions/72401917/iterate-json-with-multiple-values-per-key-for-matching-pattern-set-dataframe-co,Iterate json with multiple values per key for matching pattern: Set dataframe column value depending on value of other column (Faster Python Solution),107,2577122,registered,None,https://www.gravatar.com/avatar/bd8bd4e590b84bff69634f23c1f31957?s=256&d=identicon&r=PG&f=1,Swap,https://stackoverflow.com/users/2577122/swap,None,None,2022-05-27
"matplotlib,multi-index,pandas,python",False,45,None,0,1,1653633498,1653632847,1653633498.0,72401305,CC BY-SA 4.0,https://stackoverflow.com/questions/72401305/scatter-plot-after-groupby-result,Scatter Plot after groupby result,11,19211013,registered,None,https://i.stack.imgur.com/Zjrjj.jpg?s=256&g=1,twiubud,https://stackoverflow.com/users/19211013/twiubud,None,None,2022-05-27
"pandas,python",True,24,72402843.0,2,0,1653641764,1653640603,None,72402671,CC BY-SA 4.0,https://stackoverflow.com/questions/72402671/filter-certain-column-by-year,Filter certain column by year,2010,3120129,registered,73.0,https://i.stack.imgur.com/9kgKm.jpg?s=256&g=1,10101,https://stackoverflow.com/users/3120129/10101,None,None,2022-05-27
"dataframe,operators,pandas,python",True,37,72408274.0,2,0,1653669154,1653666835,None,72408051,CC BY-SA 4.0,https://stackoverflow.com/questions/72408051/using-the-in-operator-in-python-observation-specific-vs-columns,Using the &#39;in&#39; Operator in Python | Observation Specific vs Columns,105,18084286,registered,None,https://www.gravatar.com/avatar/3d5db60c5c6a78f8f5c1b4efff60b3d9?s=256&d=identicon&r=PG,HelpMeCode,https://stackoverflow.com/users/18084286/helpmecode,None,None,2022-05-27
"dataframe,pandas,python",True,34,72407586.0,2,0,1653801908,1653663891,1653703421.0,72407428,CC BY-SA 4.0,https://stackoverflow.com/questions/72407428/how-to-split-value-in-dataframe-and-replace-with-another-value,how to split value in dataframe and replace with another value,200,14280573,registered,None,https://lh5.googleusercontent.com/-2Irl2fsRKX4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmK3txmnkn8Bt_n6Hwy23O74tM8eg/photo.jpg?sz=256,Vishvas Chauhan,https://stackoverflow.com/users/14280573/vishvas-chauhan,None,None,2022-05-27
"dataframe,pandas,python-3.x",True,25,72405633.0,2,0,1653656318,1653652175,None,72405003,CC BY-SA 4.0,https://stackoverflow.com/questions/72405003/dataframe-transformation-based-on-repeating-cell-values-based-on-column-values,Dataframe transformation based on repeating cell values based on column values,61,13644177,registered,None,https://i.stack.imgur.com/hFzza.jpg?s=256&g=1,dembo,https://stackoverflow.com/users/13644177/dembo,None,None,2022-05-27
"pandas,python,ranking-functions",True,33,72400919.0,2,0,1653632154,1653629023,1653630496.0,72400813,CC BY-SA 4.0,https://stackoverflow.com/questions/72400813/how-to-create-a-ranking-variable-function-for-different-periods-in-a-panel-data,How to create a ranking variable/function for different periods in a panel data?,71,19002830,registered,None,https://www.gravatar.com/avatar/e79cb8de2472f23a1134d923ea1b5e92?s=256&d=identicon&r=PG,RafaelP,https://stackoverflow.com/users/19002830/rafaelp,None,None,2022-05-27
"missing-data,pandas,python",True,42,72400080.0,1,0,1653623476,1653618536,None,72399848,CC BY-SA 4.0,https://stackoverflow.com/questions/72399848/backfilling-and-forwardfilling-nans-and-zeros,Backfilling and Forwardfilling NaNs and Zeros,91,12029329,registered,None,https://www.gravatar.com/avatar/d39ef4aad27d38d560f6f208306f9ffd?s=256&d=identicon&r=PG&f=1,lostwanderer,https://stackoverflow.com/users/12029329/lostwanderer,None,None,2022-05-27
"pandas,python",True,46,72399366.0,2,0,1653612464,1653611354,None,72399296,CC BY-SA 4.0,https://stackoverflow.com/questions/72399296/combine-if-statement-with-apply-in-python,Combine if statement with apply in python,73,17797961,registered,None,https://www.gravatar.com/avatar/d6b8106f87e0370a30664a126cc8fbfe?s=256&d=identicon&r=PG,r-learning-machine,https://stackoverflow.com/users/17797961/r-learning-machine,None,None,2022-05-27
"datetime,pandas",True,26,72410783.0,2,0,1653683657,1653683075,None,72410724,CC BY-SA 4.0,https://stackoverflow.com/questions/72410724/pandas-renumber-a-column-from-another-columns-datetime,Pandas renumber a column from another column&#39;s datetime,2839,6039830,registered,86.0,https://i.stack.imgur.com/kM2Pw.jpg?s=256&g=1,hrokr,https://stackoverflow.com/users/6039830/hrokr,None,None,2022-05-27
"data-cleaning,machine-learning,numpy,pandas,python",True,48,None,1,0,1653712510,1653680098,None,72410286,CC BY-SA 4.0,https://stackoverflow.com/questions/72410286/how-to-clean-data-which-has-columns-of-object-data-type,How to clean data which has columns of &#39;Object&#39; Data type,49,9149925,registered,None,https://www.gravatar.com/avatar/482ac56d15eb7360625b48f89b880e07?s=256&d=identicon&r=PG&f=1,ATHARVA HIWASE,https://stackoverflow.com/users/9149925/atharva-hiwase,None,None,2022-05-27
"concatenation,dataframe,lambda,pandas,python",True,27,72410037.0,2,0,1653920618,1653677443,1653678222.0,72409905,CC BY-SA 4.0,https://stackoverflow.com/questions/72409905/concatenate-all-columns-in-a-dataframe-including-column-name-and-delimiters,"Concatenate all columns in a dataframe, including column name and delimiters",13,5278412,registered,None,https://www.gravatar.com/avatar/b3e4ef81656affbfe4729c379288f24a?s=256&d=identicon&r=PG&f=1,livens100,https://stackoverflow.com/users/5278412/livens100,None,None,2022-05-27
"dataframe,pandas,pivot,python,unnest",True,39,72409767.0,2,0,1653686844,1653675401,None,72409566,CC BY-SA 4.0,https://stackoverflow.com/questions/72409566/pivot-pandas-dataframe-from-single-row-to-one-row-per-item,Pivot pandas dataframe from single row to one row per item,41,12065665,registered,None,https://www.gravatar.com/avatar/95eeba85b69a17a1a662f4ccaed9a991?s=256&d=identicon&r=PG&f=1,Tinchosawa,https://stackoverflow.com/users/12065665/tinchosawa,None,None,2022-05-27
"mean,pandas,python",True,25,72409559.0,1,0,1653675383,1653674575,None,72409432,CC BY-SA 4.0,https://stackoverflow.com/questions/72409432/how-to-create-a-new-dataframe-with-an-average-of-panel-data-with-different-ids-a,How to create a new dataframe with an average of panel data with different IDs and times?,71,19002830,registered,None,https://www.gravatar.com/avatar/e79cb8de2472f23a1134d923ea1b5e92?s=256&d=identicon&r=PG,RafaelP,https://stackoverflow.com/users/19002830/rafaelp,None,None,2022-05-27
"dataframe,pandas,python",True,27,72407141.0,1,0,1653662620,1653661516,None,72406933,CC BY-SA 4.0,https://stackoverflow.com/questions/72406933/pandas-fillna-based-on-last-non-blank-value-and-next-column,Pandas - Fillna based on last non-blank value and next column,449,16363897,registered,None,https://lh3.googleusercontent.com/a-/AOh14GhnUhLJ3JARAFS0tvyibvbrB8ClOjjk6DqpZYxX2es=k-s256,younggotti,https://stackoverflow.com/users/16363897/younggotti,None,None,2022-05-27
"dataframe,pandas,python,python-3.x",True,66,None,5,0,1653815965,1653647842,1653815965.0,72404080,CC BY-SA 4.0,https://stackoverflow.com/questions/72404080/how-to-combine-multiple-columns-to-single-column,How to combine multiple columns to single column,1,18395777,registered,None,https://www.gravatar.com/avatar/06641d23f9af4f73d7a9c20e0875e998?s=256&d=identicon&r=PG&f=1,Assasins creed,https://stackoverflow.com/users/18395777/assasins-creed,None,None,2022-05-27
"dataframe,github,pandas,parquet,python",True,34,72401203.0,2,0,1653632205,1653628576,1653629323.0,72400748,CC BY-SA 4.0,https://stackoverflow.com/questions/72400748/loading-a-parquet-file-from-a-github-repository,Loading a parquet file from a GitHub repository,257,4889002,registered,None,https://i.stack.imgur.com/QU9TB.jpg?s=256&g=1,Sa&#239;d Maanan,https://stackoverflow.com/users/4889002/sa%c3%afd-maanan,None,None,2022-05-27
"dataframe,filter,group-by,pandas,python",True,47,72400398.0,1,0,1653682806,1653624019,1653624188.0,72400333,CC BY-SA 4.0,https://stackoverflow.com/questions/72400333/get-last-condition-value-for-each-pandas-cloumn-value,Get Last condition value for each pandas cloumn value,109,13737893,registered,None,https://graph.facebook.com/3575497462465468/picture?type=large,Maximiliano Vazquez,https://stackoverflow.com/users/13737893/maximiliano-vazquez,None,None,2022-05-27
"pandas,python",True,34,72411108.0,1,0,1653685775,1653682160,1653682473.0,72410579,CC BY-SA 4.0,https://stackoverflow.com/questions/72410579/python-pandas-cut,Python pandas.cut(),3,19163602,registered,None,https://www.gravatar.com/avatar/b85aa4528989d048835217bc3e2db11a?s=256&d=identicon&r=PG,Mke,https://stackoverflow.com/users/19163602/mke,None,None,2022-05-27
"pandas,python",True,18,72410429.0,1,0,1653681049,1653680740,None,72410385,CC BY-SA 4.0,https://stackoverflow.com/questions/72410385/spread-single-value-in-group-across-all-other-nan-values-in-group,Spread single value in group across all other NaN values in group,73,17797961,registered,None,https://www.gravatar.com/avatar/d6b8106f87e0370a30664a126cc8fbfe?s=256&d=identicon&r=PG,r-learning-machine,https://stackoverflow.com/users/17797961/r-learning-machine,None,None,2022-05-27
"matplotlib,pandas,python,seaborn",True,31,72409503.0,1,0,1653675073,1653674598,None,72409440,CC BY-SA 4.0,https://stackoverflow.com/questions/72409440/how-to-combine-two-seaborn-catplot-s-with-shared-x-axis,How To Combine Two Seaborn catplot s with shared x-axis,91,12501275,registered,None,https://lh5.googleusercontent.com/-K4Yg-MOld7Y/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfhd4FbVAyyKcheGGyQ6PeLNU0MeA/photo.jpg?sz=256,jaki hart,https://stackoverflow.com/users/12501275/jaki-hart,None,None,2022-05-27
"csv,dataframe,pandas,python",True,32,None,1,0,1653671471,1653669497,1653671471.0,72408563,CC BY-SA 4.0,https://stackoverflow.com/questions/72408563/while-loop-to-save-csv-files-with-conditional-name,While loop to save csv files with conditional name,417,5316139,registered,83.0,https://www.gravatar.com/avatar/e29782883e3ae7abd9953f88b4687851?s=256&d=identicon&r=PG&f=1,Cornelis,https://stackoverflow.com/users/5316139/cornelis,None,None,2022-05-27
"dataframe,nested,pandas",True,26,72408266.0,1,0,1653675893,1653663131,None,72407240,CC BY-SA 4.0,https://stackoverflow.com/questions/72407240/how-to-deal-with-nested-data-in-pandas-dataframe-via-for-loop,How to deal with nested data in pandas dataframe via &quot;for loop&quot;?,25,2699070,registered,None,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,erdalayan,https://stackoverflow.com/users/2699070/erdalayan,None,None,2022-05-27
"pandas,python",True,11,72407248.0,1,0,1653663157,1653663053,None,72407223,CC BY-SA 4.0,https://stackoverflow.com/questions/72407223/copy-index-column-into-new-column-with-text-formatting,Copy index column into new column with text formatting,2010,3120129,registered,73.0,https://i.stack.imgur.com/9kgKm.jpg?s=256&g=1,10101,https://stackoverflow.com/users/3120129/10101,None,None,2022-05-27
"pandas,python",True,32,72407019.0,2,0,1653661999,1653661338,None,72406892,CC BY-SA 4.0,https://stackoverflow.com/questions/72406892/length-of-values-1-does-not-match-length-of-index-156-in-pandas,Length of values (1) does not match length of index (156) in pandas,400,5304058,registered,48.0,https://www.gravatar.com/avatar/412414fa169286d84d8a360ab7ee4de9?s=256&d=identicon&r=PG&f=1,chits,https://stackoverflow.com/users/5304058/chits,None,None,2022-05-27
"pandas,python",True,25,72405536.0,1,0,1653655073,1653654564,1653655073.0,72405480,CC BY-SA 4.0,https://stackoverflow.com/questions/72405480/how-to-create-a-new-data-frame-using-for-loops-and-conditional-statements,How to create a new data frame using for loops and conditional statements,39,18737111,registered,None,https://www.gravatar.com/avatar/cbf9a48dc2d121b65267dcbf021a2605?s=256&d=identicon&r=PG&f=1,GT1992,https://stackoverflow.com/users/18737111/gt1992,None,None,2022-05-27
"dictionary,math,pandas,python",True,42,72407236.0,1,0,1653746515,1653650235,1653746515.0,72404560,CC BY-SA 4.0,https://stackoverflow.com/questions/72404560/list-of-ratios-build-list-of-value-divided-by-previous-value-in-list-of-dict,List of ratios: build list of value divided by previous value in list of dict,33,18932935,registered,None,https://lh3.googleusercontent.com/a-/AOh14Gh6Dp_PooUk6tpyKbj73TJbJHgk3zj16IHd1lEk=k-s256,yy.chazali,https://stackoverflow.com/users/18932935/yy-chazali,None,None,2022-05-27
"google-bigquery,pandas,python",True,26,None,1,0,1653648807,1653648123,None,72404130,CC BY-SA 4.0,https://stackoverflow.com/questions/72404130/how-to-save-dataframe-to-excel-with-unique-name-each-time-script-is-run,How to save dataframe to excel with unique name each time script is run,1,18267628,registered,None,https://www.gravatar.com/avatar/902af280d7f5a7d7d9696139dd08574c?s=256&d=identicon&r=PG,moffx,https://stackoverflow.com/users/18267628/moffx,None,None,2022-05-27
"dataframe,pandas,python",True,22,72404481.0,1,0,1653650505,1653648100,None,72404122,CC BY-SA 4.0,https://stackoverflow.com/questions/72404122/change-several-columns-of-a-dataframe-to-integer-type-error-cannot-convert-the,Change several columns of a dataframe to integer type. Error cannot convert the series to &lt;class &#39;int&#39;&gt;,330,18396935,registered,None,https://www.gravatar.com/avatar/61d6c26207bd278c69968cdaf339ec13?s=256&d=identicon&r=PG,Carola,https://stackoverflow.com/users/18396935/carola,None,None,2022-05-27
"dataframe,pandas,python",True,32,72404237.0,1,0,1653652321,1653646896,1653650548.0,72403929,CC BY-SA 4.0,https://stackoverflow.com/questions/72403929/column-wise-rolling-mean-in-pandas,Column-wise rolling mean in pandas,15,14231164,registered,None,https://lh3.googleusercontent.com/-NIjJKqUXhIA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckaBaJJl4bM2Bvp6eSGNkFPXtOHHg/photo.jpg?sz=256,Enes,https://stackoverflow.com/users/14231164/enes,None,None,2022-05-27
"dataframe,pandas,python,timedelta",True,56,72406360.0,3,0,1654002842,1653644494,1653651989.0,72403450,CC BY-SA 4.0,https://stackoverflow.com/questions/72403450/change-values-of-a-timedelta-column-based-on-the-previous-row,Change values of a timedelta column based on the previous row,330,18396935,registered,None,https://www.gravatar.com/avatar/61d6c26207bd278c69968cdaf339ec13?s=256&d=identicon&r=PG,Carola,https://stackoverflow.com/users/18396935/carola,None,None,2022-05-27
"dataframe,pandas,python",True,30,72400482.0,2,0,1653626242,1653625434,None,72400452,CC BY-SA 4.0,https://stackoverflow.com/questions/72400452/how-to-add-a-dataframe-with-another-dataframe-and-updated-common-values-based-on,how to add a dataframe with another dataframe and updated common values based on a column,27,18223028,registered,None,https://www.gravatar.com/avatar/c9fb36ab73f3510dbd85bfe8c189875e?s=256&d=identicon&r=PG,ambuj151,https://stackoverflow.com/users/18223028/ambuj151,None,None,2022-05-27
"pandas,pandas-merge,python",True,43,None,2,0,1653863652,1653618398,1653862452.0,72399838,CC BY-SA 4.0,https://stackoverflow.com/questions/72399838/python-pandas-dataframe-best-join-and-filter-condition,Python Pandas Dataframe - Best Join and filter condition,1,19210938,registered,None,https://lh3.googleusercontent.com/a/AATXAJyHiakT24wVYoGqa8A-gclwI6_G6TPYMMJbquJz4GY=k-s256,RDJ,https://stackoverflow.com/users/19210938/rdj,None,None,2022-05-27
"pandas,python",True,24,None,1,0,1653623353,1653616599,1653617732.0,72399683,CC BY-SA 4.0,https://stackoverflow.com/questions/72399683/finding-column-names-having-commas-in-their-data-anywhere,Finding column names having commas in their data anywhere,101,9831290,registered,None,https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256,Shahrukh Khalidi,https://stackoverflow.com/users/9831290/shahrukh-khalidi,None,None,2022-05-27
"pandas,python-3.x,python-re",True,15,72399503.0,1,0,1653614043,1653613686,None,72399478,CC BY-SA 4.0,https://stackoverflow.com/questions/72399478/how-to-get-list-of-columns-based-on-certain-pattern-from-dataframe,How to get list of columns based on certain pattern from dataframe,187,13046093,registered,None,https://www.gravatar.com/avatar/a392e15e86fc4c0f376dd8a57a2fb326?s=256&d=identicon&r=PG&f=1,user032020,https://stackoverflow.com/users/13046093/user032020,None,None,2022-05-27
