is_accepted,score,last_activity_date,creation_date,answer_id,question_id,content_license,owner_reputation,owner_user_id,owner_user_type,owner_profile_image,owner_display_name,owner_link,last_edit_date,owner_accept_rate,insert_date
True,2,1653636309,1653636309,72401879,72391484,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
True,1,1653633194,1653564773,72391140,72389994,CC BY-SA 4.0,3853,2246849,registered,https://www.gravatar.com/avatar/a9e18fe57768aea9ee73c0ef8eb8474b?s=256&d=identicon&r=PG,user2246849,https://stackoverflow.com/users/2246849/user2246849,1653633194.0,,2022-05-26
False,1,1653631119,1653631119,72401062,72392034,CC BY-SA 4.0,364,17839894,registered,https://www.gravatar.com/avatar/56fdb7b43482dd79d52b7dbaad9daee4?s=256&d=identicon&r=PG&f=1,micro5,https://stackoverflow.com/users/17839894/micro5,,,2022-05-26
False,0,1653627765,1653627765,72400660,72398987,CC BY-SA 4.0,52627,12833166,registered,https://i.stack.imgur.com/xp9wa.jpg?s=256&g=1,Shubham Sharma,https://stackoverflow.com/users/12833166/shubham-sharma,,,2022-05-26
False,0,1653624994,1653624994,72400413,72398987,CC BY-SA 4.0,664,16836078,registered,https://lh3.googleusercontent.com/a-/AOh14Gh8yG3MrDR5QGkZRK_O_0U58tsaq6d2y_5gZmlukA=k-s256,Kevin Choon Liang Yew,https://stackoverflow.com/users/16836078/kevin-choon-liang-yew,,,2022-05-26
False,0,1653620175,1653619648,72399939,72398872,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,1653620175.0,,2022-05-26
False,1,1653619869,1653619869,72399954,72398194,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,0,1653619418,1653619418,72399920,72398605,CC BY-SA 4.0,9565,5032941,registered,https://i.stack.imgur.com/6VGGH.jpg?s=256&g=1,anon01,https://stackoverflow.com/users/5032941/anon01,,76.0,2022-05-26
False,0,1653618740,1653599701,72398081,72397751,CC BY-SA 4.0,2971,6580543,registered,https://www.gravatar.com/avatar/5c2d26bb59afa57a4a08d5000af6391d?s=256&d=identicon&r=PG&f=1,mitoRibo,https://stackoverflow.com/users/6580543/mitoribo,1653618740.0,,2022-05-26
True,0,1653616158,1653616158,72399661,72398687,CC BY-SA 4.0,509,3494754,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,Naveed,https://stackoverflow.com/users/3494754/naveed,,,2022-05-26
False,3,1653611607,1653611607,72399310,72399150,CC BY-SA 4.0,17540,843953,registered,https://www.gravatar.com/avatar/d72147724fe203e81103ea6764240845?s=256&d=identicon&r=PG,Pranav Hosangadi,https://stackoverflow.com/users/843953/pranav-hosangadi,,95.0,2022-05-26
False,1,1653611294,1653599425,72398038,72397751,CC BY-SA 4.0,4392,18135454,registered,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,1653611294.0,,2022-05-26
True,1,1653609617,1653609617,72399193,72399150,CC BY-SA 4.0,122997,9473764,registered,https://i.stack.imgur.com/O15t5.jpg?s=256&g=1,Nick,https://stackoverflow.com/users/9473764/nick,,,2022-05-26
False,0,1653608822,1653608246,72399075,72398605,CC BY-SA 4.0,380,16407480,registered,https://i.stack.imgur.com/ZhRRb.png?s=256&g=1,Drakax,https://stackoverflow.com/users/16407480/drakax,1653608822.0,,2022-05-26
False,1,1653608794,1653608794,72399126,72398882,CC BY-SA 4.0,122997,9473764,registered,https://i.stack.imgur.com/O15t5.jpg?s=256&g=1,Nick,https://stackoverflow.com/users/9473764/nick,,,2022-05-26
True,1,1653608222,1653608222,72399073,72398290,CC BY-SA 4.0,1631,3968761,registered,https://i.stack.imgur.com/DinNM.jpg?s=256&g=1,jch,https://stackoverflow.com/users/3968761/jch,,75.0,2022-05-26
True,0,1653608175,1653608175,72399069,72398970,CC BY-SA 4.0,69,17099768,registered,https://www.gravatar.com/avatar/929d3fd4f53cac934940dc9d58b66c4b?s=256&d=identicon&r=PG,yeff,https://stackoverflow.com/users/17099768/yeff,,,2022-05-26
False,0,1653607965,1653607641,72399014,72398987,CC BY-SA 4.0,13530,17242583,registered,https://www.gravatar.com/avatar/627edf3b31797186bbb99fda1ffc8ca6?s=256&d=identicon&r=PG,richardec,https://stackoverflow.com/users/17242583/richardec,1653607965.0,,2022-05-26
False,1,1653605521,1653605521,72398788,72398194,CC BY-SA 4.0,1631,3968761,registered,https://i.stack.imgur.com/DinNM.jpg?s=256&g=1,jch,https://stackoverflow.com/users/3968761/jch,,75.0,2022-05-26
False,0,1653605462,1653605387,72398776,72398740,CC BY-SA 4.0,24,19187635,registered,https://www.gravatar.com/avatar/f9cb3db6b13bda12aecdb20cc8496c3d?s=256&d=identicon&r=PG,Jogvi,https://stackoverflow.com/users/19187635/jogvi,1653605462.0,,2022-05-26
False,0,1653605164,1653605164,72398758,72398740,CC BY-SA 4.0,51,17184061,registered,https://www.gravatar.com/avatar/45be5336ae6a1881d22a0bdba888d474?s=256&d=identicon&r=PG,The_Data_Guy,https://stackoverflow.com/users/17184061/the-data-guy,,,2022-05-26
True,0,1653604690,1653602566,72398472,72398324,CC BY-SA 4.0,509,3494754,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,Naveed,https://stackoverflow.com/users/3494754/naveed,1653604690.0,,2022-05-26
False,0,1653604404,1653603964,72398607,72398290,CC BY-SA 4.0,1,19209968,registered,https://lh3.googleusercontent.com/a/AATXAJxNXAlr9atA5g2M5VqHcMGNPKigPH0cA3MYte3d=k-s256,max,https://stackoverflow.com/users/19209968/max,1653604404.0,,2022-05-26
True,1,1653602959,1653602654,72398478,72397970,CC BY-SA 4.0,8414,1410303,registered,https://i.stack.imgur.com/UVBNS.png?s=256&g=1,SomeDude,https://stackoverflow.com/users/1410303/somedude,1653602959.0,40.0,2022-05-26
True,0,1653602862,1653602215,72398429,72398193,CC BY-SA 4.0,26807,1305969,registered,https://i.stack.imgur.com/wlo8z.png?s=256&g=1,zx485,https://stackoverflow.com/users/1305969/zx485,1653602862.0,,2022-05-26
False,0,1653602845,1653602845,72398500,72398324,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
False,0,1653601871,1653601871,72398397,72398290,CC BY-SA 4.0,1260,17750431,registered,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-26
False,0,1653601805,1653601805,72398387,72398290,CC BY-SA 4.0,13530,17242583,registered,https://www.gravatar.com/avatar/627edf3b31797186bbb99fda1ffc8ca6?s=256&d=identicon&r=PG,richardec,https://stackoverflow.com/users/17242583/richardec,,,2022-05-26
False,0,1653601691,1653596049,72397560,72396619,CC BY-SA 4.0,676,13258525,registered,https://www.gravatar.com/avatar/3f5c41fb62db424d198935d7457d4f4f?s=256&d=identicon&r=PG&f=1,s_pike,https://stackoverflow.com/users/13258525/s-pike,1653601691.0,,2022-05-26
True,1,1653601260,1653600689,72398220,72398194,CC BY-SA 4.0,1260,17750431,registered,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,1653601260.0,,2022-05-26
False,2,1653600549,1653596603,72397656,72397304,CC BY-SA 4.0,334,13765669,registered,https://www.gravatar.com/avatar/3c678b00ba23e3c155b4ac847d2ba3c6?s=256&d=identicon&r=PG&f=1,scespinoza,https://stackoverflow.com/users/13765669/scespinoza,1653600549.0,,2022-05-26
False,0,1653600276,1653599777,72398091,72398001,CC BY-SA 4.0,509,3494754,registered,https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1,Naveed,https://stackoverflow.com/users/3494754/naveed,1653600276.0,,2022-05-26
False,0,1653600160,1653598362,72397899,72397451,CC BY-SA 4.0,14835,12671057,registered,https://www.gravatar.com/avatar/140916921c72836a851d0f15779d5f5b?s=256&d=identicon&r=PG&f=1,Kelly Bundy,https://stackoverflow.com/users/12671057/kelly-bundy,1653600160.0,,2022-05-26
False,0,1653600122,1653599900,72398109,72398001,CC BY-SA 4.0,334,13765669,registered,https://www.gravatar.com/avatar/3c678b00ba23e3c155b4ac847d2ba3c6?s=256&d=identicon&r=PG&f=1,scespinoza,https://stackoverflow.com/users/13765669/scespinoza,1653600122.0,,2022-05-26
False,0,1653599809,1653599809,72398099,72398001,CC BY-SA 4.0,1141,18571565,registered,https://www.gravatar.com/avatar/6b64420cf95d6dbe7aac4852cb4f23a4?s=256&d=identicon&r=PG,Rawson,https://stackoverflow.com/users/18571565/rawson,,,2022-05-26
False,1,1653599798,1653562517,72390677,72390629,CC BY-SA 4.0,151,18927125,registered,https://www.gravatar.com/avatar/d0cfcb45f74b959a514c2e44a2d84547?s=256&d=identicon&r=PG,Nohman,https://stackoverflow.com/users/18927125/nohman,1653599798.0,,2022-05-26
True,1,1653599565,1653564517,72391090,72389385,CC BY-SA 4.0,44,18920194,registered,https://i.stack.imgur.com/SkVAz.jpg?s=256&g=1,Sachin Tiwari,https://stackoverflow.com/users/18920194/sachin-tiwari,1653599565.0,,2022-05-26
False,1,1653599322,1653597737,72397811,72397643,CC BY-SA 4.0,80564,16343464,registered,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653599322.0,,2022-05-26
False,1,1653599109,1653599109,72397998,72397937,CC BY-SA 4.0,2895,11865956,registered,https://www.gravatar.com/avatar/45a86e0f2929ad6e1475978ffa510cfe?s=256&d=identicon&r=PG&f=1,BeRT2me,https://stackoverflow.com/users/11865956/bert2me,,,2022-05-26
False,0,1653598072,1653598072,72397860,72390780,CC BY-SA 4.0,633,18470692,registered,https://www.gravatar.com/avatar/7eaefb18a59bba43a89a80f2a49c9c4f?s=256&d=identicon&r=PG,ouroboros1,https://stackoverflow.com/users/18470692/ouroboros1,,,2022-05-26
False,0,1653597393,1653597393,72397769,72397643,CC BY-SA 4.0,1568,12281892,registered,https://lh6.googleusercontent.com/-WcsM_zuRqS0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rexs7Jir14N4AVG_dwGbSNwISAxEw/photo.jpg?sz=256,My Work,https://stackoverflow.com/users/12281892/my-work,,,2022-05-26
False,1,1653597378,1653597378,72397761,72397643,CC BY-SA 4.0,2895,11865956,registered,https://www.gravatar.com/avatar/45a86e0f2929ad6e1475978ffa510cfe?s=256&d=identicon&r=PG&f=1,BeRT2me,https://stackoverflow.com/users/11865956/bert2me,,,2022-05-26
False,-1,1653597346,1653597346,72397755,72397643,CC BY-SA 4.0,13530,17242583,registered,https://www.gravatar.com/avatar/627edf3b31797186bbb99fda1ffc8ca6?s=256&d=identicon&r=PG,richardec,https://stackoverflow.com/users/17242583/richardec,,,2022-05-26
True,0,1653597014,1653597014,72397713,72397304,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
True,0,1653596969,1653596969,72397708,72397451,CC BY-SA 4.0,80564,16343464,registered,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,,,2022-05-26
False,0,1653596903,1653596903,72397698,72397613,CC BY-SA 4.0,1260,17750431,registered,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-26
False,0,1653594447,1653594447,72397282,72397109,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
True,1,1653594036,1653594036,72397188,72396835,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,2,1653593925,1653593925,72397170,72397109,CC BY-SA 4.0,296637,7964527,registered,https://i.stack.imgur.com/HPW8R.jpg?s=256&g=1,BENY,https://stackoverflow.com/users/7964527/beny,,100.0,2022-05-26
False,2,1653593886,1653593886,72397161,72396500,CC BY-SA 4.0,31,11352550,registered,https://www.gravatar.com/avatar/964fcfca4adc2f16b6a8628ce8dbdb97?s=256&d=identicon&r=PG&f=1,pviola,https://stackoverflow.com/users/11352550/pviola,,,2022-05-26
True,3,1653593753,1653593753,72397140,72397109,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
False,1,1653593749,1653593749,72397139,72397109,CC BY-SA 4.0,13982,17769815,registered,https://i.stack.imgur.com/ShPMh.jpg?s=256&g=1,BrokenBenchmark,https://stackoverflow.com/users/17769815/brokenbenchmark,,,2022-05-26
True,1,1653593523,1653593523,72397107,72396970,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,,,2022-05-26
False,0,1653593301,1653593301,72397062,72396287,CC BY-SA 4.0,3,19207934,registered,https://www.gravatar.com/avatar/c7837c304ab976e6a065c028ead9a8ed?s=256&d=identicon&r=PG&f=1,kian,https://stackoverflow.com/users/19207934/kian,,,2022-05-26
False,1,1653592339,1653564928,72391177,72390780,CC BY-SA 4.0,633,18470692,registered,https://www.gravatar.com/avatar/7eaefb18a59bba43a89a80f2a49c9c4f?s=256&d=identicon&r=PG,ouroboros1,https://stackoverflow.com/users/18470692/ouroboros1,1653592339.0,,2022-05-26
False,1,1653591835,1653584125,72395399,72392664,CC BY-SA 4.0,119479,1832058,registered,https://i.stack.imgur.com/relWs.jpg?s=256&g=1,furas,https://stackoverflow.com/users/1832058/furas,1653591835.0,,2022-05-26
True,1,1653590769,1653587718,72396090,72395294,CC BY-SA 4.0,4392,18135454,registered,https://www.gravatar.com/avatar/044162efe4d2f2a0b413831079fa85c8?s=256&d=identicon&r=PG,constantstranger,https://stackoverflow.com/users/18135454/constantstranger,1653590769.0,,2022-05-26
False,1,1653590250,1653590250,72396528,72396401,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
True,1,1653590007,1653590007,72396490,72396405,CC BY-SA 4.0,1260,17750431,registered,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-26
False,0,1653589451,1653589451,72396403,72396318,CC BY-SA 4.0,1260,17750431,registered,https://i.stack.imgur.com/imBLR.png?s=256&g=1,ArchAngelPwn,https://stackoverflow.com/users/17750431/archangelpwn,,,2022-05-26
True,1,1653589419,1653589419,72396395,72396287,CC BY-SA 4.0,80564,16343464,registered,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,,,2022-05-26
True,1,1653589317,1653589317,72396376,72396318,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,0,1653589035,1653589035,72396326,72396287,CC BY-SA 4.0,23,19128066,registered,https://lh3.googleusercontent.com/a/AATXAJwIowaFWaiOLgmWrJr0b2d-pkqhAd1kpzsz68MR=k-s256,Norwegian Salmon,https://stackoverflow.com/users/19128066/norwegian-salmon,,,2022-05-26
True,0,1653588907,1653580013,72394542,72393672,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,1653588907.0,,2022-05-26
True,1,1653588345,1653588345,72396209,72390310,CC BY-SA 4.0,1631,3968761,registered,https://i.stack.imgur.com/DinNM.jpg?s=256&g=1,jch,https://stackoverflow.com/users/3968761/jch,,75.0,2022-05-26
True,1,1653587255,1653587255,72396004,72395807,CC BY-SA 4.0,4188,7212929,registered,https://www.gravatar.com/avatar/e465e06aac39038877a4ec2e808b1c13?s=256&d=identicon&r=PG&f=1,Hamza,https://stackoverflow.com/users/7212929/hamza,,60.0,2022-05-26
True,2,1653586768,1653586768,72395919,72395569,CC BY-SA 4.0,52627,12833166,registered,https://i.stack.imgur.com/xp9wa.jpg?s=256&g=1,Shubham Sharma,https://stackoverflow.com/users/12833166/shubham-sharma,,,2022-05-26
False,1,1653586215,1653586215,72395802,72395574,CC BY-SA 4.0,151,9242105,registered,https://www.gravatar.com/avatar/84061b1f7c4034d4054d042b6ebc3840?s=256&d=identicon&r=PG&f=1,Christian Gtz,https://stackoverflow.com/users/9242105/christian-gtz,,,2022-05-26
False,1,1653585362,1653584502,72395482,72395263,CC BY-SA 4.0,21609,10785975,registered,https://www.gravatar.com/avatar/c668b4905932bb9e8abe4d881e689a36?s=256&d=identicon&r=PG&f=1,Daweo,https://stackoverflow.com/users/10785975/daweo,1653585362.0,,2022-05-26
False,0,1653585103,1653585103,72395621,72395263,CC BY-SA 4.0,2895,11865956,registered,https://www.gravatar.com/avatar/45a86e0f2929ad6e1475978ffa510cfe?s=256&d=identicon&r=PG&f=1,BeRT2me,https://stackoverflow.com/users/11865956/bert2me,,,2022-05-26
True,2,1653584080,1653584080,72395387,72395299,CC BY-SA 4.0,13530,17242583,registered,https://www.gravatar.com/avatar/627edf3b31797186bbb99fda1ffc8ca6?s=256&d=identicon&r=PG,richardec,https://stackoverflow.com/users/17242583/richardec,,,2022-05-26
False,0,1653583853,1653582751,72395117,72394943,CC BY-SA 4.0,80564,16343464,registered,https://www.gravatar.com/avatar/0555bd0deb416a320a0069abef08078a?s=256&d=identicon&r=PG&f=1,mozway,https://stackoverflow.com/users/16343464/mozway,1653583853.0,,2022-05-26
False,0,1653582887,1653582887,72395134,72394943,CC BY-SA 4.0,13530,17242583,registered,https://www.gravatar.com/avatar/627edf3b31797186bbb99fda1ffc8ca6?s=256&d=identicon&r=PG,richardec,https://stackoverflow.com/users/17242583/richardec,,,2022-05-26
True,1,1653582688,1653582688,72395099,72394943,CC BY-SA 4.0,52627,12833166,registered,https://i.stack.imgur.com/xp9wa.jpg?s=256&g=1,Shubham Sharma,https://stackoverflow.com/users/12833166/shubham-sharma,,,2022-05-26
True,1,1653582275,1653569061,72392021,72391840,CC BY-SA 4.0,70159,15239951,registered,https://www.gravatar.com/avatar/976f07be84907aad663ce8c1c51cf5c4?s=256&d=identicon&r=PG,Corralien,https://stackoverflow.com/users/15239951/corralien,1653582275.0,,2022-05-26
False,1,1653582233,1653582233,72395020,72394943,CC BY-SA 4.0,31560,7128934,registered,https://i.stack.imgur.com/oI2SB.jpg?s=256&g=1,d.b,https://stackoverflow.com/users/7128934/d-b,,97.0,2022-05-26
True,2,1653580925,1653580925,72394750,72393890,CC BY-SA 4.0,195,18624778,registered,https://lh3.googleusercontent.com/a-/AOh14GjUsA9CfjFDEam48dIrNGMtyF7DdvY8rZWIvXLRYg=k-s256,Sergey Sakharovskiy,https://stackoverflow.com/users/18624778/sergey-sakharovskiy,,,2022-05-26
False,0,1653580493,1653578207,72394122,72393730,CC BY-SA 4.0,64,13765021,registered,https://lh3.googleusercontent.com/a-/AOh14GhUSQK9U3kmWrlBaDw1yLhA08SSKyzaOhkbr-jLdw=k-s256,Alex Verdaguer,https://stackoverflow.com/users/13765021/alex-verdaguer,1653580493.0,,2022-05-26
False,0,1653579608,1653579608,72394446,72393730,CC BY-SA 4.0,3138,4248842,registered,https://www.gravatar.com/avatar/c4cd63b9a6ab95b0f9b7be78c8969aac?s=256&d=identicon&r=PG&f=1,Mortz,https://stackoverflow.com/users/4248842/mortz,,88.0,2022-05-26
False,0,1653576083,1653576083,72393633,72392770,CC BY-SA 4.0,328,12845199,registered,https://i.stack.imgur.com/tCOrc.jpg?s=256&g=1,INGl0R1AM0R1,https://stackoverflow.com/users/12845199/ingl0r1am0r1,,,2022-05-26
True,1,1653575888,1653575888,72393579,72392929,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,1,1653575652,1653575247,72393441,72392770,CC BY-SA 4.0,96,2009047,registered,https://www.gravatar.com/avatar/cbeb7ad1d3882692b6864af922c9d5c1?s=256&d=identicon&r=PG,kleynjan,https://stackoverflow.com/users/2009047/kleynjan,1653575652.0,,2022-05-26
False,1,1653575524,1653575524,72393498,72392770,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,,,2022-05-26
False,0,1653575069,1653575069,72393396,72392772,CC BY-SA 4.0,59,19191829,registered,https://www.gravatar.com/avatar/001e3e02e26a8e7a0716152f32037063?s=256&d=identicon&r=PG,AKS,https://stackoverflow.com/users/19191829/aks,,,2022-05-26
False,0,1653574663,1653570249,72392283,72392239,CC BY-SA 4.0,3853,2246849,registered,https://www.gravatar.com/avatar/a9e18fe57768aea9ee73c0ef8eb8474b?s=256&d=identicon&r=PG,user2246849,https://stackoverflow.com/users/2246849/user2246849,1653574663.0,,2022-05-26
False,0,1653574287,1653570804,72392419,72392239,CC BY-SA 4.0,16195,10315163,registered,https://www.gravatar.com/avatar/612a6e3f2d130ac5f5672a9e474f92da?s=256&d=identicon&r=PG&f=1,Ynjxsjmh,https://stackoverflow.com/users/10315163/ynjxsjmh,1653574287.0,,2022-05-26
False,0,1653574224,1653574224,72393200,72392772,CC BY-SA 4.0,81,17823813,registered,https://www.gravatar.com/avatar/3924e8b4e846f72dfb4b2342daa5df0c?s=256&d=identicon&r=PG,hansestadt_greifswald,https://stackoverflow.com/users/17823813/hansestadt-greifswald,,,2022-05-26
